Frequency,s11-magnitude (db),s11-phase (°),s11-resistance (ω),s11-reactance (ω),s11-impedance (ω),s11-conductance (s),s11-vswr,s11-magnitude,s11-s-real,s11-s-imaginary,s12-magnitude (db),s12-phase (°),s12-resistance (ω),s12-reactance (ω),s12-impedance (ω),s12-conductance (s),s12-magnitude,s12-s-real,s12-s-imaginary,s21-magnitude (db),s21-phase (°),s21-resistance (ω),s21-reactance (ω),s21-impedance (ω),s21-conductance (s),s21-magnitude,s21-s-real,s21-s-imaginary,s22-magnitude (db),s22-phase (°),s22-resistance (ω),s22-reactance (ω),s22-impedance (ω),s22-conductance (s),s22-vswr,s22-magnitude,s22-s-real,s22-s-imaginary,Reference-Impedance,Original-Title
29318705,0,0,50,0,50,"0,02",1,0,0,0,"-1,68050972338706","47,022732170113","56,17886932333","60,2924028861316","82,4089752650244","-0,022471547729332","0,824089752650244","0,5617886932333","0,602924028861316",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
29574877,0,0,50,0,50,"0,02",1,0,0,0,"-1,57748213450252","37,1347730914989","66,4818079430947","50,3432520748606","83,3922887133786","-0,026592723177238","0,833922887133786","0,664818079430947","0,503432520748606",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
29833286,0,0,50,0,50,"0,02",1,0,0,0,"-1,52138009123778","26,5755567441907","75,0647710627637","37,5495916482578","83,9326616261872","-0,030025908425106","0,839326616261872","0,750647710627637","0,375495916482578",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
30093953,0,0,50,0,50,"0,02",1,0,0,0,"-1,60217699244933","16,0162811855014","79,9277120551944","22,943484381864","83,1555327681743","-0,031971084822078","0,831555327681743","0,799277120551944","0,22943484381864",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
30356898,0,0,50,0,50,"0,02",1,0,0,0,"-1,70582208550822","5,13822443844186","81,8389755311902","7,35897039344102","82,1691691648777","-0,032735590212476","0,821691691648777","0,818389755311902","0,07358970393441",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
30622141,0,0,50,0,50,"0,02",1,0,0,0,"-1,85014649223057","-5,33261799363728","80,4653580710472","-7,51075047395535","80,8151299088473","-0,032186143228419","0,808151299088473","0,804653580710472","-0,075107504739554",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
30889700,0,0,50,0,50,"0,02",1,0,0,0,"-2,03950360124756","-15,6081130699098","76,1565463216226","-21,2749146549741","79,0723816589198","-0,030462618528649","0,790723816589198","0,761565463216226","-0,212749146549741",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
31159598,0,0,50,0,50,"0,02",1,0,0,0,"-2,22097424044271","-25,6675149278993","69,7961746165595","-33,5419055528224","77,4374936269228","-0,027918469846624","0,774374936269228","0,697961746165594","-0,335419055528224",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
31431854,0,0,50,0,50,"0,02",1,0,0,0,"-2,37742329725484","-34,9330131833487","62,3517207955258","-43,5505946473571","76,0551864129042","-0,02494068831821","0,760551864129042","0,623517207955258","-0,435505946473571",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
31706489,0,0,50,0,50,"0,02",1,0,0,0,"-2,52865483418069","-43,9030682826297","53,8529711228132","-51,8294269607614","74,7424377300838","-0,021541188449125","0,747424377300838","0,538529711228132","-0,518294269607614",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
31983523,0,0,50,0,50,"0,02",1,0,0,0,"-2,62706962175717","-52,6969960392679","44,7858393319709","-58,783423855531","73,9003540238348","-0,017914335732788","0,739003540238348","0,447858393319709","-0,58783423855531",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
32262978,0,0,50,0,50,"0,02",1,0,0,0,"-2,70634169554268","-61,0122950886874","35,4883635306062","-64,0551156766208","73,2289682463555","-0,014195345412243","0,732289682463555","0,354883635306062","-0,640551156766208",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
32544875,0,0,50,0,50,"0,02",1,0,0,0,"-2,7042131760209","-69,8244311477387","25,2627139849217","-68,7524975634704","73,2469155603085","-0,010105085593969","0,732469155603085","0,252627139849217","-0,687524975634704",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
32829234,0,0,50,0,50,"0,02",1,0,0,0,"-2,60233797405585","-78,5048563944418","14,7692159398208","-72,6245234449171","74,1110730260895","-0,005907686375928","0,741110730260894","0,147692159398208","-0,726245234449171",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
33116079,0,0,50,0,50,"0,02",1,0,0,0,"-2,49791865756381","-87,4921693363747","3,28201803773562","-74,9355540330231","75,0073923065996","-0,001312807215094","0,750073923065996","0,032820180377356","-0,749355540330231",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
33405429,0,0,50,0,50,"0,02",1,0,0,0,"-2,30665599314417","-97,0142727110593","-9,36357867650325","-76,1034969474254","76,6773685858993","0,003745431470601","0,766773685858993","-0,093635786765033","-0,761034969474254",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
33697308,0,0,50,0,50,"0,02",1,0,0,0,"-2,08337506890187","-106,842707327235","-22,7954214806107","-75,2991863587615","78,6740027376908","0,009118168592244","0,786740027376908","-0,227954214806107","-0,752991863587615",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
33991737,0,0,50,0,50,"0,02",1,0,0,0,"-1,85484170599895","-117,218691251332","-36,943899145982","-71,8274078109981","80,7714565731975","0,014777559658393","0,807714565731975","-0,36943899145982","-0,718274078109981",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
34288739,0,0,50,0,50,"0,02",1,0,0,0,"-1,69453121112697","-128,401489664059","-51,1072629475843","-64,4778742285987","82,2760511390314","0,020442905179034","0,822760511390314","-0,511072629475843","-0,644778742285987",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
34588336,0,0,50,0,50,"0,02",1,0,0,0,"-1,65269110226651","-139,885061139279","-63,2247148078305","-53,2683336512157","82,6733326563575","0,025289885923132","0,826733326563575","-0,632247148078305","-0,532683336512157",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
34890550,0,0,50,0,50,"0,02",1,0,0,0,"-1,64636187568634","-151,990507140765","-73,0429940142555","-38,85317346873","82,7335969431874","0,029217197605702","0,827335969431874","-0,730429940142555","-0,3885317346873",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
35195405,0,0,50,0,50,"0,02",1,0,0,0,"-1,72521946350045","-164,719416710401","-79,0874091189225","-21,6070620929005","81,9858732552766","0,031634963647569","0,819858732552766","-0,790874091189225","-0,216070620929005",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
35502924,0,0,50,0,50,"0,02",1,0,0,0,"-1,88118000770163","-177,220840341979","-80,432190961242","-3,9044651496404","80,5269035225524","0,032172876384497","0,805269035225524","-0,80432190961242","-0,039044651496404",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
35813129,0,0,50,0,50,"0,02",1,0,0,0,"-2,10902524150315","170,504315562462","-77,3672043013018","12,9408393562011","78,4420144096413","0,030946881720521","0,784420144096413","-0,773672043013018","0,129408393562011",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
36126045,0,0,50,0,50,"0,02",1,0,0,0,"-2,30352367236132","159,079247094638","-71,6482616772391","27,3895504560407","76,7050250997556","0,028659304670896","0,767050250997556","-0,716482616772391","0,273895504560407",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
36441695,0,0,50,0,50,"0,02",1,0,0,0,"-2,56080609627128","148,273493555559","-63,3386343332394","39,1592285701501","74,466286206639","0,025335453733296","0,74466286206639","-0,633386343332394","0,391592285701501",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
36760103,0,0,50,0,50,"0,02",1,0,0,0,"-2,66376509649495","138,141910653725","-54,8089304331921","49,1049206562675","73,5888040933457","0,021923572173277","0,735888040933457","-0,548089304331921","0,491049206562675",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
37081293,0,0,50,0,50,"0,02",1,0,0,0,"-2,77916063264746","128,07555819254","-44,7832905934096","57,1644520769929","72,6176128610449","0,017913316237364","0,726176128610449","-0,447832905934096","0,571644520769929",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
37405290,0,0,50,0,50,"0,02",1,0,0,0,"-2,78788951583957","118,110274623457","-34,1808778166336","63,9874760729941","72,5446724612334","0,013672351126653","0,725446724612334","-0,341808778166336","0,639874760729941",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
37732117,0,0,50,0,50,"0,02",1,0,0,0,"-2,73160789984604","108,408765445132","-23,0581123753628","69,2798541733267","73,016263534861","0,009223244950145","0,73016263534861","-0,230581123753628","0,692798541733267",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
38061800,0,0,50,0,50,"0,02",1,0,0,0,"-2,60847131626202","98,2666359793308","-10,648165783367","73,2892655701496","74,0587596598943","0,004259266313347","0,740587596598943","-0,10648165783367","0,732892655701496",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
38394364,0,0,50,0,50,"0,02",1,0,0,0,"-2,41867398973233","87,6770505090999","3,06806425032023","75,6326414252354","75,6948443898416","-0,001227225700128","0,756948443898416","0,030680642503202","0,756326414252354",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
38729833,0,0,50,0,50,"0,02",1,0,0,0,"-2,17679875047657","76,6029705260774","18,033555156564","75,7143535858831","77,832335507249","-0,007213422062626","0,77832335507249","0,18033555156564","0,757143535858831",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
39068234,0,0,50,0,50,"0,02",1,0,0,0,"-2,00484037736064","64,5851659973181","34,0711129129758","71,7056787655895","79,388570350918","-0,01362844516519","0,79388570350918","0,340711129129758","0,717056787655895",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
39409591,0,0,50,0,50,"0,02",1,0,0,0,"-1,82101413719349","51,7623389610677","50,1865321148643","63,6895189639519","81,0866378115155","-0,020074612845946","0,810866378115155","0,501865321148643","0,636895189639519",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
39753931,0,0,50,0,50,"0,02",1,0,0,0,"-1,76005742570147","38,1057017007565","64,2542874139586","50,3921231087627","81,6576972641544","-0,025701714965583","0,816576972641544","0,642542874139585","0,503921231087627",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
40101280,0,0,50,0,50,"0,02",1,0,0,0,"-1,79941408688243","23,6750431838285","74,447095516114","32,6413213693289","81,2885348097824","-0,029778838206446","0,812885348097824","0,74447095516114","0,326413213693289",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
40451663,0,0,50,0,50,"0,02",1,0,0,0,"-1,91247878460029","9,27877420175294","79,187391623067","12,9373120703221","80,2372546618458","-0,031674956649227","0,802372546618458","0,79187391623067","0,129373120703221",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
40805109,0,0,50,0,50,"0,02",1,0,0,0,"-2,08698399289243","-4,56433372585532","78,3919186478092","-6,25815207939769","78,6413210515541","-0,031356767459124","0,786413210515541","0,783919186478092","-0,062581520793977",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
41161642,0,0,50,0,50,"0,02",1,0,0,0,"-2,30571920584371","-17,7044673395897","73,0536361749442","-23,3206655437651","76,6856388105704","-0,029221454469978","0,766856388105704","0,730536361749442","-0,233206655437651",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
41521290,0,0,50,0,50,"0,02",1,0,0,0,"-2,47758464669827","-29,7046381407407","65,3034753883731","-37,2554513205003","75,1831932741222","-0,026121390155349","0,751831932741222","0,653034753883731","-0,372554513205003",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
41884081,0,0,50,0,50,"0,02",1,0,0,0,"-2,6841435878018","-41,4760779817428","55,005905584314","-48,6241871874772","73,4163553221848","-0,022002362233726","0,734163553221848","0,55005905584314","-0,486241871874772",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
42250042,0,0,50,0,50,"0,02",1,0,0,0,"-2,76832399407385","-53,0014454301808","43,755463175764","-58,0685086867357","72,7082681600046","-0,017502185270306","0,727082681600046","0,43755463175764","-0,580685086867357",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
42619200,0,0,50,0,50,"0,02",1,0,0,0,"-2,74357812409801","-64,3961907253471","31,5102098465612","-65,7556618710689","72,9157074482355","-0,012604083938625","0,729157074482355","0,315102098465612","-0,657556618710689",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
42991584,0,0,50,0,50,"0,02",1,0,0,0,"-2,62916913932158","-75,7434624687752","18,1945896154897","-71,6071206224832","73,8824932925178","-0,007277835846196","0,738824932925178","0,181945896154897","-0,716071206224832",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
43367221,0,0,50,0,50,"0,02",1,0,0,0,"-2,47080593726948","-87,5294881266565","3,24331726314018","-75,1719567963626","75,2418912273183","-0,001297326905256","0,752418912273183","0,032433172631402","-0,751719567963626",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
43746141,0,0,50,0,50,"0,02",1,0,0,0,"-2,24978224488342","-100,081291728141","-13,5101830262275","-75,9894404650208","77,1810864628706","0,005404073210491","0,771810864628706","-0,135101830262275","-0,759894404650208",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
44128371,0,0,50,0,50,"0,02",1,0,0,0,"-2,01617707483949","-114,037262336524","-32,2952217066358","-72,4094830125638","79,2850211277485","0,012918088682654","0,792850211277485","-0,322952217066358","-0,724094830125638",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
44513941,0,0,50,0,50,"0,02",1,0,0,0,"-1,86708407970875","-128,802070122362","-50,5426889636803","-62,8577762310719","80,6576930019378","0,020217075585472","0,806576930019378","-0,505426889636803","-0,628577762310719",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
44902880,0,0,50,0,50,"0,02",1,0,0,0,"-1,87434738058241","-144,553242630971","-65,653252562692","-46,7380214646278","80,5902737462073","0,026261301025077","0,805902737462073","-0,65653252562692","-0,467380214646278",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
45295218,0,0,50,0,50,"0,02",1,0,0,0,"-1,94251816298473","-160,831297883805","-75,5269148063846","-26,2550034323451","79,9602405286736","0,030210765922554","0,799602405286736","-0,755269148063846","-0,262550034323451",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
45690983,0,0,50,0,50,"0,02",1,0,0,0,"-2,14343954108671","-176,52325320117","-77,9880325350628","-4,73818374774734","78,1318347661018","0,031195213014025","0,781318347661018","-0,779880325350628","-0,047381837477473",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
46090207,0,0,50,0,50,"0,02",1,0,0,0,"-2,34823636679037","168,953201954421","-74,8972128502462","14,6220394273372","76,3111822064741","0,029958885140099","0,763111822064741","-0,748972128502462","0,146220394273372",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
46492918,0,0,50,0,50,"0,02",1,0,0,0,"-2,60387243461199","155,031987905499","-67,1730503572155","31,2776627396438","74,0979816239816","0,026869220142886","0,740979816239816","-0,671730503572155","0,312776627396438",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
46899148,0,0,50,0,50,"0,02",1,0,0,0,"-2,72755768763083","141,887843270089","-57,4762892237349","45,0868634378091","73,0503188055334","0,022990515689494","0,730503188055334","-0,574762892237349","0,450868634378091",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
47308928,0,0,50,0,50,"0,02",1,0,0,0,"-2,86527290003667","129,410995787155","-45,6485702371343","55,5517393783683","71,9012358214845","0,018259428094854","0,719012358214846","-0,456485702371343","0,555517393783683",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
47722288,0,0,50,0,50,"0,02",1,0,0,0,"-2,81376386536161","116,71996884488","-32,5212632381232","64,6052313897002","72,3288910845452","0,013008505295249","0,723288910845453","-0,325212632381232","0,646052313897002",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
48139260,0,0,50,0,50,"0,02",1,0,0,0,"-2,67275435966804","104,048304154535","-17,8444567720603","71,3140248169007","73,5126844366023","0,007137782708824","0,735126844366022","-0,178444567720603","0,713140248169007",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
48559875,0,0,50,0,50,"0,02",1,0,0,0,"-2,45479076376294","90,5910838768709","-0,777641159364396","75,3767400824105","75,3807513309864","0,000311056463746","0,753807513309864","-0,007776411593644","0,753767400824105",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
48984165,0,0,50,0,50,"0,02",1,0,0,0,"-2,21680748255879","75,836629200751","18,9570839131721","75,1195743003504","77,4746505223283","-0,007582833565269","0,774746505223283","0,189570839131721","0,751195743003504",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
49412163,0,0,50,0,50,"0,02",1,0,0,0,"-2,05934323981521","59,6472549073822","39,8658696739625","68,0783110045986","78,8919767409856","-0,015946347869585","0,788919767409856","0,398658696739625","0,680783110045986",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
49843900,0,0,50,0,50,"0,02",1,0,0,0,"-1,92857146379127","42,051332001418","59,4694923343722","53,6431238996379","80,0887336659773","-0,023787796933749","0,800887336659773","0,594694923343722","0,536431238996379",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
50279409,0,0,50,0,50,"0,02",1,0,0,0,"-1,98154580678474","24,1706763514018","72,623063830371","32,5934341352257","79,6017672469489","-0,029049225532148","0,796017672469489","0,72623063830371","0,325934341352257",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
50718724,0,0,50,0,50,"0,02",1,0,0,0,"-2,10833528366902","6,79065087388539","77,8979167073588","9,27587287539763","78,4482456460764","-0,031159166682944","0,784482456460764","0,778979167073588","0,092758728753976",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
51161877,0,0,50,0,50,"0,02",1,0,0,0,"-2,34840292477133","-9,59681667087285","75,241787365062","-12,7218958012385","76,3097189004571","-0,030096714946025","0,763097189004571","0,75241787365062","-0,127218958012385",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
51608902,0,0,50,0,50,"0,02",1,0,0,0,"-2,57601548074208","-24,5720869590318","67,6040487144715","-30,9117203729037","74,3360064773541","-0,027041619485789","0,743360064773541","0,676040487144715","-0,309117203729037",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
52059833,0,0,50,0,50,"0,02",1,0,0,0,"-2,76363829826382","-39,047353229783","56,4975710608549","-45,8281955825811","72,7475019923822","-0,022599028424342","0,727475019923822","0,564975710608549","-0,458281955825811",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
52514704,0,0,50,0,50,"0,02",1,0,0,0,"-2,77679993920775","-52,9961919456623","43,7181051009278","-58,0078630808395","72,6373519122304","-0,017487242040371","0,726373519122304","0,437181051009278","-0,580078630808396",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
52973550,0,0,50,0,50,"0,02",1,0,0,0,"-2,72457663951248","-67,0697530300148","28,4709188947163","-67,3009661500355","73,0753944049414","-0,011388367557887","0,730753944049414","0,284709188947163","-0,673009661500355",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
53436404,0,0,50,0,50,"0,02",1,0,0,0,"-2,53124674973438","-81,6813144214547","10,8104274747054","-73,9339814188988","74,7201375175122","-0,004324170989882","0,747201375175122","0,108104274747054","-0,739339814188988",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
53903303,0,0,50,0,50,"0,02",1,0,0,0,"-2,32616132588599","-97,9317402217566","-10,5572241292868","-75,7734586178226","76,5053724402599","0,004222889651715","0,765053724402599","-0,105572241292868","-0,757734586178226",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
54374281,0,0,50,0,50,"0,02",1,0,0,0,"-2,11137787622544","-115,695710000771","-34,0025886679021","-70,6657006113246","78,4207707116419","0,013601035467161","0,784207707116419","-0,340025886679021","-0,706657006113246",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
54849375,0,0,50,0,50,"0,02",1,0,0,0,"-1,99172358594371","-134,956453928888","-56,1782877647523","-56,2637462364413","79,5085476960684","0,022471315105901","0,795085476960684","-0,561782877647523","-0,562637462364413",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
55328619,0,0,50,0,50,"0,02",1,0,0,0,"-2,02960523219939","-154,754092965019","-71,6013816605406","-33,7631515179951","79,1625432646368","0,028640552664216","0,791625432646368","-0,716013816605406","-0,337631515179951",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
55812051,0,0,50,0,50,"0,02",1,0,0,0,"-2,18069873759263","-173,315648127295","-77,2685668072105","-9,05557700182056","77,7973964299337","0,030907426722884","0,777973964299337","-0,772685668072105","-0,090555770018206",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
56299707,0,0,50,0,50,"0,02",1,0,0,0,"-2,49628380286822","169,081488304706","-73,66343958089","14,2100266146576","75,0215114968814","0,029465375832356","0,750215114968814","-0,7366343958089","0,142100266146576",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
56791624,0,0,50,0,50,"0,02",1,0,0,0,"-2,69862149637065","152,878838700375","-65,2349965599802","33,4128427774646","73,29408460887","0,026093998623992","0,7329408460887","-0,652349965599802","0,334128427774646",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
57287838,0,0,50,0,50,"0,02",1,0,0,0,"-2,78046266571225","137,421329300988","-53,4638927063303","49,1258501049509","72,6067281444916","0,021385557082532","0,726067281444916","-0,534638927063303","0,491258501049509",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
57788389,0,0,50,0,50,"0,02",1,0,0,0,"-2,82988422774272","122,215352972719","-38,4872532337718","61,0804173950151","72,194778555168","0,015394901293509","0,72194778555168","-0,384872532337718","0,610804173950151",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
58293313,0,0,50,0,50,"0,02",1,0,0,0,"-2,67203995843627","106,103070817726","-20,3916071261149","70,6341713724694","73,5187309919125","0,008156642850446","0,735187309919125","-0,203916071261149","0,706341713724694",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
58802649,0,0,50,0,50,"0,02",1,0,0,0,"-2,41606237753266","88,8685292793178","1,49516575270605","75,7028435413187","75,717607205124","-0,000598066301082","0,75717607205124","0,014951657527061","0,757028435413187",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
59316435,0,0,50,0,50,"0,02",1,0,0,0,"-2,20575262500923","69,458471212323","27,2194070278038","72,6410598514654","77,5733181918205","-0,010887762811122","0,775733181918205","0,272194070278038","0,726410598514654",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
59834710,0,0,50,0,50,"0,02",1,0,0,0,"-2,07859576066337","48,3257798635557","52,3386901336115","58,7969002451488","78,7173040909061","-0,020935476053445","0,787173040909061","0,523386901336115","0,587969002451488",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
60357514,0,0,50,0,50,"0,02",1,0,0,0,"-2,11236216896192","26,9467619604544","69,8985476515898","35,533317711943","78,4118845036864","-0,027959419060636","0,784118845036863","0,698985476515898","0,35533317711943",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
60884886,0,0,50,0,50,"0,02",1,0,0,0,"-2,32944536826723","6,7969400394196","75,938962551969","9,05105979095813","76,4764520411927","-0,030375585020788","0,764764520411927","0,75938962551969","0,090510597909581",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
61416865,0,0,50,0,50,"0,02",1,0,0,0,"-2,66673392679235","-11,6361175012126","72,0517977308676","-14,8374491665107","73,5636557956349","-0,028820719092347","0,735636557956349","0,720517977308676","-0,148374491665107",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
61953493,0,0,50,0,50,"0,02",1,0,0,0,"-2,91498408019303","-28,6633170596146","62,7299407827461","-34,2914574608941","71,4909051935919","-0,025091976313098","0,714909051935919","0,627299407827461","-0,342914574608941",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
62494809,0,0,50,0,50,"0,02",1,0,0,0,"-3,03167981388088","-45,1732303554751","49,7260508953286","-50,0276511539757","70,5368415626097","-0,019890420358132","0,705368415626097","0,497260508953286","-0,500276511539757",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
63040856,0,0,50,0,50,"0,02",1,0,0,0,"-2,96726736746087","-61,7815624380001","33,6004924199808","-62,6162620482031","71,061869970853","-0,013440196967992","0,71061869970853","0,336004924199808","-0,626162620482031",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
63591673,0,0,50,0,50,"0,02",1,0,0,0,"-2,74876938413204","-79,1460392920326","13,7222863239681","-71,5684834719313","72,8721412367515","-0,005488914529587","0,728721412367515","0,137222863239681","-0,715684834719313",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
64147303,0,0,50,0,50,"0,02",1,0,0,0,"-2,46757645697794","-99,4223512008834","-12,3224919767227","-74,2543588846423","75,2698719401438","0,004928996790689","0,752698719401438","-0,123224919767227","-0,742543588846423",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
64707788,0,0,50,0,50,"0,02",1,0,0,0,"-2,23975827788802","-121,571020627993","-40,4552078956576","-65,8335881638484","77,2702088544354","0,016182083158263","0,772702088544354","-0,404552078956576","-0,658335881638484",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
65273170,0,0,50,0,50,"0,02",1,0,0,0,"-2,13557836930345","-144,762962721434","-63,8736862312269","-45,1197931628874","78,2025800586333","0,025549474492491","0,782025800586334","-0,638736862312269","-0,451197931628874",0,0,0,0,0,0,0,0,0,0,0,50,0,50,"0,02",1,0,0,0,,
